Start Time,Chip ID,PassFill,Defect Code,Model Name,Tact Time,Grade
2021_0810_20:02:42,T916U009BA08,OK,,2V500DJ7QZL0S,29.6,A
2021_0810_20:11:52,T917E030AU03,OK,,2V500DJ7QZL0S,29.1,A
2021_0810_20:18:30,T917G028AS01,OK,,2V500DJ7QZL0S,31.0,A
2021_0810_20:21:02,T917G050AN02,OK,,2V500DJ7QZL0S,30.9,A
2021_0810_20:28:31,T917G027AK04,OK,,2V500DJ7QZL0S,30.1,A
2021_0810_20:48:03,T917G127AQ06,OK,,2V500DJ7QZL0S,30.2,A
2021_0810_20:50:01,T917G019AH04,OK,,2V500DJ7QZL0S,30.0,A
2021_0810_20:55:03,T917G099BA06,OK,,2V500DJ7QZL0S,31.3,A
2021_0810_20:58:48,T917G044AU08,OK,,2V500DJ7QZL0S,30.2,A
2021_0810_21:00:36,T917F076AH06,OK,,2V500DJ7QZL0S,30.0,A
2021_0810_21:02:24,T917G098AC02,OK,,2V500DJ7QZL0S,29.6,A
2021_0810_21:04:15,T917G029AR07,OK,,2V500DJ7QZL0S,30.3,A
2021_0810_21:21:18,T917G115BC01,OK,,2V500DJ7QZL0S,29.4,A
2021_0810_21:23:03,T917G115BC08,OK,,2V500DJ7QZL0S,30.5,A
2021_0810_21:31:27,T9175065AC06,OK,,2V500DJ7QZL0S,30.0,A
2021_0810_21:33:12,T917G043AJ03,OK,,2V500DJ7QZL0S,29.7,A
2021_0810_21:36:01,T916M039AD01,OK,,2V500DJ7QZL0S,30.9,A
2021_0810_21:45:49,T917G020AR05,OK,,2V500DJ7QZL0S,29.7,A
2021_0810_21:51:44,T917G141BD07,OK,,2V500DJ7QZL0S,31.6,A
2021_0810_21:57:00,T915V064AE08,OK,,2V500DJ7QZL0S,31.2,A
2021_0810_22:08:36,T917G020AR08,OK,,2V500DJ7QZL0S,31.4,A
2021_0810_22:13:40,T917E044AN05,OK,,2V500DJ7QZL0S,29.3,A
2021_0810_22:15:53,T916M039AD06,OK,,2V500DJ7QZL0S,29.5,A
2021_0810_22:20:06,T9179041AJ01,OK,,2V500DJ7QZL0S,30.9,A
2021_0810_22:23:22,T917G131AL01,OK,,2V500DJ7QZL0S,29.7,A
2021_0810_22:26:56,T917G028AM01,OK,,2V500DJ7QZL0S,30.5,A
2021_0810_22:30:32,T917G128AE08,OK,,2V500DJ7QZL0S,31.2,A
2021_0810_22:34:39,T917G107AN05,OK,,2V500DJ7QZL0S,29.3,A
2021_0810_22:37:44,T911K166BA07,OK,,2V500DJ7QZL0S,30.3,A
2021_0810_22:42:07,T917J023AP01,OK,,2V500DJ7QZL0S,30.6,A
2021_0810_22:43:54,T917E039AQ02,OK,,2V500DJ7QZL0S,32.7,A
2021_0810_22:46:45,T917G115BC04,OK,,2V500DJ7QZL0S,29.5,A
2021_0810_22:49:01,T917G130BB07,OK,,2V500DJ7QZL0S,30.6,A
2021_0810_22:50:47,T917G072BC04,OK,,2V500DJ7QZL0S,31.0,A
2021_0810_22:52:35,T917G137AD06,OK,,2V500DJ7QZL0S,29.8,A
2021_0810_22:55:05,T917G137AD02,OK,,2V500DJ7QZL0S,30.6,A
2021_0810_22:56:52,T917G137AD08,OK,,2V500DJ7QZL0S,29.4,A
2021_0810_22:59:53,T917G145AQ05,OK,,2V500DJ7QZL0S,29.8,A
2021_0810_23:02:11,T9175060AQ03,OK,,2V500DJ7QZL0S,30.8,A
2021_0810_23:03:58,T916M047AV08,OK,,2V500DJ7QZL0S,30.3,A
2021_0810_23:05:44,T9178025AR03,OK,,2V500DJ7QZL0S,30.9,A
2021_0810_23:09:41,T917G026AQ07,OK,,2V500DJ7QZL0S,29.4,A
2021_0810_23:11:26,T9178025AR01,OK,,2V500DJ7QZL0S,29.7,A
2021_0810_23:13:11,T917G131AM02,OK,,2V500DJ7QZL0S,30.2,A
2021_0810_23:14:58,T917G017AP07,OK,,2V500DJ7QZL0S,30.0,A
2021_0810_23:16:44,T917G122AP08,OK,,2V500DJ7QZL0S,29.3,A
2021_0810_23:19:21,T9178026AS01,OK,,2V500DJ7QZL0S,29.5,A
2021_0810_23:21:08,T917G044AA02,OK,,2V500DJ7QZL0S,29.7,A
2021_0810_23:22:53,T9178026AS06,OK,,2V500DJ7QZL0S,29.5,A
2021_0810_23:24:40,T9175060AQ08,OK,,2V500DJ7QZL0S,30.5,A
2021_0810_23:28:39,T917G122AM01,NG,PCMCK0172201765800D,2V500DJ7QZL0S,29.9,E
2021_0810_23:30:25,T916M046AJ06,OK,,2V500DJ7QZL0S,29.4,A
2021_0810_23:32:10,T917G050AS06,OK,,2V500DJ7QZL0S,29.7,A
2021_0810_23:34:06,T917G122AM08,OK,,2V500DJ7QZL0S,29.2,A
2021_0810_23:35:50,T917G027AJ01,OK,,2V500DJ7QZL0S,30.3,A
2021_0810_23:37:35,T9175054AP07,OK,,2V500DJ7QZL0S,30.1,A
2021_0810_23:42:39,T917G118BC07,OK,,2V500DJ7QZL0S,30.1,A
2021_0810_23:44:24,T917G026BD07,OK,,2V500DJ7QZL0S,29.7,A
2021_0810_23:46:10,T916M039AD07,OK,,2V500DJ7QZL0S,29.2,A
2021_0810_23:48:09,T916M039AD05,OK,,2V500DJ7QZL0S,30.6,A
2021_0810_23:49:57,T916M039AD02,OK,,2V500DJ7QZL0S,30.2,A
2021_0810_23:51:44,T917K118BA01,OK,,2V500DJ7QZL0S,29.9,A
2021_0810_23:53:37,T917G018AV04,OK,,2V500DJ7QZL0S,30.0,A
2021_0810_23:56:01,T917G068AV07,OK,,2V500DJ7QZL0S,30.6,A
2021_0810_23:57:48,T916M047AV03,OK,,2V500DJ7QZL0S,31.0,A
2021_0811_00:08:05,T917G134AB07,OK,,2V500DJ7QZL0S,30.8,A
2021_0811_00:09:53,T9175072AD05,OK,,2V500DJ7QZL0S,30.5,A
2021_0811_00:15:44,T9179041AJ03,OK,,2V500DJ7QZL0S,31.0,A
2021_0811_00:33:11,T917G128AH04,OK,,2V500DJ7QZL0S,30.8,A
2021_0811_00:56:23,T917G020AR04,OK,,2V500DJ7QZL0S,31.2,A
2021_0811_00:58:11,T917K101BC06,OK,,2V500DJ7QZL0S,29.5,A
2021_0811_01:00:58,T917G019AN01,OK,,2V500DJ7QZL0S,30.0,A
2021_0811_01:09:18,T917G124BC04,OK,,2V500DJ7QZL0S,31.0,A
2021_0811_01:14:14,T917G124BA03,OK,,2V500DJ7QZL0S,30.1,A
2021_0811_01:16:00,T917G124BB06,OK,,2V500DJ7QZL0S,29.7,A
2021_0811_01:17:46,T917G124BC06,OK,,2V500DJ7QZL0S,30.1,A
2021_0811_01:19:40,T917G142AN06,OK,,2V500DJ7QZL0S,30.9,A
2021_0811_01:21:28,T917E036AJ02,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_01:23:16,T917G026AA03,OK,,2V500DJ7QZL0S,29.5,A
2021_0811_01:25:04,T917G124BA08,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_01:26:51,T917G124BC07,OK,,2V500DJ7QZL0S,30.1,A
2021_0811_01:28:42,T917G026AJ03,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_01:30:29,T917G148AG02,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_01:32:16,T916M046BC08,OK,,2V500DJ7QZL0S,29.7,A
2021_0811_01:34:03,T917G122AU07,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_01:35:51,T917G142AN03,OK,,2V500DJ7QZL0S,29.3,A
2021_0811_01:37:38,T9175068AC07,OK,,2V500DJ7QZL0S,31.0,A
2021_0811_01:39:27,T917G116AB01,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_01:41:14,T917G060AF06,OK,,2V500DJ7QZL0S,29.5,A
2021_0811_01:43:04,T917G083AD01,OK,,2V500DJ7QZL0S,30.5,A
2021_0811_01:46:06,T917G047AB04,OK,,2V500DJ7QZL0S,30.6,A
2021_0811_01:47:54,T917J023AR06,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_01:49:52,T917G047AB08,OK,,2V500DJ7QZL0S,30.8,A
2021_0811_01:51:41,T9175068AC04,OK,,2V500DJ7QZL0S,30.0,A
2021_0811_01:55:20,T917G116AB03,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_01:58:40,T917G074AB03,OK,,2V500DJ7QZL0S,31.0,A
2021_0811_02:02:27,T909C033AD01,OK,,2V500DJ7QZL0S,29.4,A
2021_0811_02:08:36,T917G136AR03,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_02:10:24,T917G027AD03,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_02:16:12,T909C033AD04,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_02:19:28,T917G084AE02,OK,,2V500DJ7QZL0S,30.3,A
2021_0811_02:21:24,T917G046BC02,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_02:23:21,T917G046BC07,OK,,2V500DJ7QZL0S,30.8,A
2021_0811_02:25:19,T917G046BC05,OK,,2V500DJ7QZL0S,30.0,A
2021_0811_02:29:15,T917G044AR01,OK,,2V500DJ7QZL0S,31.6,A
2021_0811_02:31:04,T917G131AR05,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_02:32:51,T917G044AV07,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_02:37:56,T917G017BA05,OK,,2V500DJ7QZL0S,29.2,A
2021_0811_02:39:41,T917J023AR07,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_02:41:28,T917G027AP08,OK,,2V500DJ7QZL0S,30.7,A
2021_0811_02:45:14,T917G047AN04,OK,,2V500DJ7QZL0S,30.7,A
2021_0811_02:47:33,T917G047AN08,OK,,2V500DJ7QZL0S,32.1,A
2021_0811_02:49:22,T917G116BD02,OK,,2V500DJ7QZL0S,29.4,A
2021_0811_02:53:27,T917G148BB02,OK,,2V500DJ7QZL0S,30.6,A
2021_0811_02:55:29,T917G128AP02,OK,,2V500DJ7QZL0S,30.6,A
2021_0811_02:57:16,T917G017BA02,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_02:59:03,T917G017BA03,OK,,2V500DJ7QZL0S,31.7,A
2021_0811_03:00:53,T917G027AD01,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_03:05:21,T917G074AB08,OK,,2V500DJ7QZL0S,30.5,A
2021_0811_03:07:08,T917G116AB07,OK,,2V500DJ7QZL0S,29.6,A
2021_0811_03:14:04,T917F158AS06,OK,,2V500DJ7QZL0S,29.7,A
2021_0811_03:17:53,T917G107AC02,OK,,2V500DJ7QZL0S,31.1,A
2021_0811_03:20:20,T917G148BA08,OK,,2V500DJ7QZL0S,32.8,A
2021_0811_03:29:42,T917G074AB04,OK,,2V500DJ7QZL0S,29.5,A
2021_0811_03:31:37,T9175068AJ08,OK,,2V500DJ7QZL0S,29.1,A
2021_0811_03:38:17,T917G074AB07,OK,,2V500DJ7QZL0S,29.7,A
2021_0811_03:50:50,T917G043AH08,OK,,2V500DJ7QZL0S,29.4,A
2021_0811_03:53:13,T9175100AT08,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_03:55:06,T917G019BC04,OK,,2V500DJ7QZL0S,29.6,A
2021_0811_03:57:01,T917G134AS03,OK,,2V500DJ7QZL0S,29.3,A
2021_0811_04:01:10,T917G137AL01,OK,,2V500DJ7QZL0S,30.6,A
2021_0811_04:07:32,T9175088AF05,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_04:09:26,T917G124BA04,OK,,2V500DJ7QZL0S,29.5,A
2021_0811_04:11:18,T917E036AJ01,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_04:13:16,T917G123AM04,OK,,2V500DJ7QZL0S,30.8,A
2021_0811_04:19:28,T917G123AM03,OK,,2V500DJ7QZL0S,30.1,A
2021_0811_04:21:16,T9175057BC03,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_04:23:04,T917G019BC07,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_04:24:52,T917G106AE01,OK,,2V500DJ7QZL0S,29.6,A
2021_0811_04:27:04,T9175068AS01,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_04:28:51,T917G141AD01,OK,,2V500DJ7QZL0S,29.2,A
2021_0811_04:33:21,T917G123AM02,OK,,2V500DJ7QZL0S,30.5,A
2021_0811_04:39:09,T917G015AB03,OK,,2V500DJ7QZL0S,30.0,A
2021_0811_04:54:22,T917G015AB06,OK,,2V500DJ7QZL0S,29.6,A
2021_0811_04:56:38,T917G040AH04,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_04:59:37,T917G084AR04,OK,,2V500DJ7QZL0S,31.0,A
2021_0811_05:03:45,T917G108AU01,OK,,2V500DJ7QZL0S,30.1,A
2021_0811_05:05:32,T917G133BC05,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_05:07:19,T9175100AU05,OK,,2V500DJ7QZL0S,30.5,A
2021_0811_05:09:07,T917G027AR02,OK,,2V500DJ7QZL0S,29.3,A
2021_0811_05:11:37,T9175100AU01,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_05:16:06,T917G143AK08,OK,,2V500DJ7QZL0S,29.9,A
2021_0811_05:19:53,T917G031AL07,OK,,2V500DJ7QZL0S,31.6,A
2021_0811_05:24:23,T917G143AK03,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_05:33:39,T917G133AG05,OK,,2V500DJ7QZL0S,30.1,A
2021_0811_05:35:27,T917G080AS01,OK,,2V500DJ7QZL0S,29.4,A
2021_0811_05:39:03,T917G137AM05,OK,,2V500DJ7QZL0S,29.6,A
2021_0811_05:40:50,T9175078AS04,OK,,2V500DJ7QZL0S,31.1,A
2021_0811_05:42:49,T9175074AC02,OK,,2V500DJ7QZL0S,30.4,A
2021_0811_05:44:37,T917E052AP07,OK,,2V500DJ7QZL0S,30.3,A
2021_0811_05:46:24,T917G017AS08,OK,,2V500DJ7QZL0S,29.0,A
2021_0811_05:49:55,T917G113AJ08,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_05:51:50,T916M045BA05,OK,,2V500DJ7QZL0S,31.0,A
2021_0811_05:53:38,T915V064AH01,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_05:55:27,T917G150AL01,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_05:57:15,T917G019BC01,OK,,2V500DJ7QZL0S,29.6,A
2021_0811_05:59:01,T9175068AS05,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_06:00:49,T916U005AU03,OK,,2V500DJ7QZL0S,30.1,A
2021_0811_06:02:36,T917G150AT08,OK,,2V500DJ7QZL0S,29.1,A
2021_0811_06:04:22,T915V064AH06,OK,,2V500DJ7QZL0S,30.6,A
2021_0811_06:06:11,T917G150AV02,OK,,2V500DJ7QZL0S,30.0,A
2021_0811_06:07:59,T9175074AC07,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_06:12:07,T9175074AC03,OK,,2V500DJ7QZL0S,30.3,A
2021_0811_06:21:01,T917G043AR01,OK,,2V500DJ7QZL0S,30.3,A
2021_0811_06:23:18,T9175105AL05,OK,,2V500DJ7QZL0S,31.1,A
2021_0811_06:26:35,T917G150AL08,OK,,2V500DJ7QZL0S,30.5,A
2021_0811_06:40:28,T917G147AB01,OK,,2V500DJ7QZL0S,30.0,A
2021_0811_06:45:58,T917G150AL03,OK,,2V500DJ7QZL0S,31.4,A
2021_0811_06:49:38,T917G125AD02,OK,,2V500DJ7QZL0S,30.5,A
2021_0811_06:51:27,T917G023BC02,OK,,2V500DJ7QZL0S,29.8,A
2021_0811_06:56:39,T917G150AD07,OK,,2V500DJ7QZL0S,31.2,A
2021_0811_07:07:00,T917G150AD04,OK,,2V500DJ7QZL0S,30.7,A
2021_0811_07:08:48,T917G017BC05,OK,,2V500DJ7QZL0S,29.5,A
2021_0811_07:10:36,T917G150AL07,OK,,2V500DJ7QZL0S,30.2,A
2021_0811_07:14:27,T916U013AU08,OK,,2V500DJ7QZL0S,30.3,A
