Start Time	Chip ID	PassFill 	Model	%	Grade	$	PCM17_Rank	PCM17_Value	PCM17_X,PCM17_Y	PCM17_Area	PCM16_Rank	PCM16_Value	PCM16_X,PCM16_Y	PCM16_Area	PCMV1_W_Rank	PCMV1_W_Value	PCMV1_W_X,1	PCM01_B_Rank	PCM01_B_Value	PCM01_W_X,1	PCMCM_W_Rank	PCMCM_W_Value	1,PCMCM_W_Y	PCM19_B_Rank	PCM19_B_Value	1,PCM19_B_Y	#
2021/9/16 上午 08:17:08	T718F917AL05	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	1030,1780	0	A0	1.6	990,268	0	A0	234.6	181,1	A0	168.2	742,1	A0	66.2	1,1071	A0	132.1	1,1192	#
2021/9/16 上午 08:17:10	T718F917AL05	OK	2V500HJ4Q170S	%	A0	$	A0	2.4	1062,62	0	A0	2.2	1012,278	0	A0	216.3	747,1	A0	158.2	178,1	A0	115.1	1,367	A0	114.4	1,255	#
2021/9/16 上午 08:21:20	T717WB15AJ04	OK	2V500HJ4Q170S	%	A0	$	A0	2.6	935,1875	0	A0	2.2	73,355	0	A0	193.9	187,1	A0	166.9	742,1	A0	62.1	1,245	A0	102.4	1,1158	#
2021/9/16 上午 08:21:23	T717WB15AJ04	NG	2V500HJ4Q170S	%	K0	$	K0	6.88	977,1874	14	C0	3.37	979,1870	9	A0	192.8	744,1	A0	143.7	167,1	A0	95.4	1,437	A0	168.8	1,278	#
2021/9/16 上午 09:05:00	T717WB15AJ03	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	996,1773	0	A0	1.7	1016,1739	0	A0	265	638,1	A0	157.5	746,1	A0	80.8	1,264	A0	115.3	1,1671	#
2021/9/16 上午 09:05:03	T717WB15AJ03	OK	2V500HJ4Q170S	%	A0	$	A0	2.9	1000,27	0	A0	2.3	1011,290	0	A0	255.5	742,1	A0	183.9	169,1	A0	69.9	1,464	A0	140.7	1,251	#
2021/9/16 上午 09:07:22	T717DD31AV06	OK	2V500HJ4Q170S	%	A0	$	A0	1.6	137,1867	0	A0	1.5	985,1202	0	A0	251	638,1	A0	157.6	920,1	A0	90.4	1,244	A0	143.1	1,1165	#
2021/9/16 上午 09:07:24	T717DD31AV06	OK	2V500HJ4Q170S	%	C0	$	C0	3.57	1061,62	32	A0	2.4	1032,324	0	A0	260.9	593,1	A0	203.9	170,1	A0	82.7	1,433	A0	165.7	1,286	#
2021/9/16 上午 09:14:13	T718G864AH06	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	548,1037	0	A0	1.9	97,1383	0	A0	230.5	184,1	A0	128.8	596,1	A0	85	1,244	A0	104.2	1,1672	#
2021/9/16 上午 09:14:15	T718G864AH06	OK	2V500HJ4Q170S	%	C0	$	C0	3	1001,35	0	A0	2.6	1032,216	0	A0	199.1	117,1	A0	203.5	174,1	A0	146.5	1,413	A0	130.8	1,251	#
2021/9/16 上午 09:28:03	T718E895AH05	OK	2V500HJ4Q170S	%	A0	$	A0	1.7	702,1860	0	A0	1.5	993,268	0	A0	289.8	184,1	A0	182.4	595,1	A0	72.1	1,245	A0	58.6	1,1671	#
2021/9/16 上午 09:28:05	T718E895AH05	OK	2V500HJ4Q170S	%	A0	$	A0	2.6	1062,85	0	A0	2.4	1037,236	0	A0	266.9	749,1	A0	124.5	177,1	A0	74.4	1,336	A0	123.7	1,251	#
2021/9/16 上午 09:40:53	T718H843AP01	OK	2V500HJ4Q170S	%	A0	$	A0	2.3	90,140	0	A0	1.8	73,355	0	A0	348.7	634,1	A0	182.6	922,1	A0	109.5	1,626	A0	237.1	1,324	#
2021/9/16 上午 09:40:56	T718H843AP01	OK	2V500HJ4Q170S	%	A0	$	A0	2.3	1061,74	0	A0	1.6	151,1459	0	A0	284	746,1	A0	222.2	159,1	A0	79.1	1,1362	A0	150.9	1,1660	#
2021/9/16 上午 09:42:39	T718D830AD04	OK	2V500HJ4Q170S	%	A0	$	A0	2.7	935,1875	0	A0	2.2	930,1875	0	A0	167.6	637,1	A0	178.3	593,1	A0	96.5	1,660	A0	200.2	1,309	#
2021/9/16 上午 09:42:42	T718D830AD04	OK	2V500HJ4Q170S	%	A0	$	A0	2.5	956,1862	0	A0	1.7	178,939	0	A0	170.8	744,1	A0	210.4	167,1	A0	133.3	1,1387	A0	133.8	1,1665	#
2021/9/16 上午 09:44:35	T718E896AH05	OK	2V500HJ4Q170S	%	A0	$	A0	2	935,1871	0	A0	2.7	74,351	0	A0	233.1	632,1	A0	171.8	147,1	A0	115.5	1,619	A0	225.1	1,306	#
2021/9/16 上午 09:44:37	T718E896AH05	OK	2V500HJ4Q170S	%	A0	$	A0	2	1062,89	0	A0	1.8	0,1866	0	A0	163.6	746,1	A0	141.8	172,1	A0	75.2	1,784	A0	140.3	1,1657	#
2021/9/16 上午 09:46:21	T718G852AF05	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	50,166	0	A0	2.1	71,355	0	A0	151.3	635,1	A0	197.6	145,1	A0	85.4	1,1396	A0	139	1,1547	#
2021/9/16 上午 09:46:24	T718G852AF05	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	1061,77	0	A0	1.6	1022,317	0	A0	176.1	595,1	A0	136.9	701,1	A0	78.6	1,641	A0	160	1,1653	#
2021/9/16 上午 10:06:29	T717KA30AA05	OK	2V500HJ4Q170S	%	A0	$	A0	2.5	26,234	0	A0	2.4	108,373	0	A0	179.4	177,1	A0	184.8	593,1	A0	92.8	1,747	A0	210.7	1,347	#
2021/9/16 上午 10:06:32	T717KA30AA05	NG	2V500HJ4Q170S	%	E0	$	E0	4.62	1003,1870	14	C0	3.8	1000,1866	0	A0	251.3	744,1	A0	211.2	174,1	A0	131.3	1,1348	A0	168.6	1,1650	#
2021/9/16 上午 10:08:15	T718F912AB01	OK	2V500HJ4Q170S	%	A0	$	A0	1.8	216,1638	0	A0	2.2	925,1413	0	A0	305.7	635,1	A0	166.4	920,1	A0	75.5	1,244	A0	64.4	1,1172	#
2021/9/16 上午 10:08:17	T718F912AB01	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1049,1731	0	A0	2.1	1049,1677	0	A0	276.1	747,1	A0	213.1	656,1	A0	121.2	1,1491	A0	329.5	1,1665	#
2021/9/16 上午 10:13:57	T718G852AR02	OK	2V500HJ4Q170S	%	A0	$	A0	1.7	996,1755	0	A0	1.5	922,1413	0	A0	364.3	640,1	A0	214.8	590,1	A0	70.1	1,1033	A0	90	1,1672	#
2021/9/16 上午 10:13:59	T718G852AR02	OK	2V500HJ4Q170S	%	A0	$	A0	2.7	1061,58	0	A0	2.3	969,1804	0	A0	296.3	742,1	A0	166.2	647,1	A0	125.4	1,1522	A0	251.7	1,1665	#
2021/9/16 上午 10:20:20	T718CA27AN05	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	56,151	0	A0	2	66,279	0	A0	146.9	189,1	A0	160	140,1	A0	94.5	1,675	A0	175.7	1,306	#
2021/9/16 上午 10:20:22	T718CA27AN05	NG	2V500HJ4Q170S	%	K0	$	K0	6.31	990,1874	28	K0	5.6	988,1870	0	A0	206.1	746,1	A0	188.1	174,1	A0	84	1,357	A0	157.1	1,1649	#
2021/9/16 上午 11:48:53	T717PD50AN02	OK	2V500HJ4Q170S	%	A0	$	A0	2	752,1667	0	A0	1.7	750,1667	0	A0	260.4	635,1	A0	252.7	590,1	A0	81.9	1,1056	A0	110.9	1,1671	#
2021/9/16 上午 11:48:55	T717PD50AN02	OK	2V500HJ4Q170S	%	C0	$	C0	3.1	1004,31	0	A0	2.7	1035,363	0	A0	243.7	738,1	A0	295.4	170,1	A0	112	1,398	A0	150.2	1,251	#
2021/9/16 上午 11:50:47	T718CA24BC06	OK	2V500HJ4Q170S	%	A0	$	A0	1.6	314,1856	0	A0	1.8	97,1150	0	A0	183.8	181,1	A0	147.8	595,1	A0	88.9	1,245	A0	115.6	1,1671	#
2021/9/16 上午 11:50:50	T718CA24BC06	OK	2V500HJ4Q170S	%	A0	$	A0	2.4	1061,58	0	A0	2.5	1035,236	0	A0	177	119,1	A0	156.8	169,1	A0	61.9	1,788	A0	280.3	1,294	#
2021/9/16 上午 11:52:31	T717KA18AQ01	OK	2V500HJ4Q170S	%	A0	$	A0	2.1	642,1256	0	A0	2	1016,1735	0	A0	380.2	635,1	A0	168.9	590,1	A0	85.6	1,777	A0	111	1,1671	#
2021/9/16 上午 11:52:34	T717KA18AQ01	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1062,81	0	A0	2.6	1032,321	0	A0	274	741,1	A0	215	167,1	A0	38.5	1,352	A0	199.8	1,278	#
2021/9/16 下午 12:10:47	T718CA27AJ01	OK	2V500HJ4Q170S	%	A0	$	A0	2.1	999,1780	0	A0	1.6	71,355	0	A0	336.7	634,1	A0	162.7	592,1	A0	63.4	1,366	A0	100.6	1,1181	#
2021/9/16 下午 12:10:50	T718CA27AJ01	OK	2V500HJ4Q170S	%	C0	$	C0	3.3	1061,58	0	C0	3.1	1033,232	0	A0	273.3	746,1	A0	158.9	172,1	A0	135.8	1,409	A0	264.3	1,255	#
2021/9/16 下午 12:26:42	T717H937AA06	OK	2V500HJ4Q170S	%	A0	$	A0	2.1	700,1777	0	A0	1.4	920,1330	0	A0	159.2	335,1	A0	144.3	498,1	A0	73.1	1,244	A0	102.8	1,1187	#
2021/9/16 下午 12:26:44	T717H937AA06	OK	2V500HJ4Q170S	%	C0	$	C0	3.28	1061,58	24	A0	2.8	1033,197	0	A0	238.5	744,1	A0	250.2	166,1	A0	207	1,421	A0	255.5	1,263	#
2021/9/16 下午 12:30:42	T718F918AN02	OK	2V500HJ4Q170S	%	A0	$	A0	2.4	87,166	0	A0	2.9	71,264	0	A0	285.5	637,1	A0	185.3	590,1	A0	87	1,611	A0	177.3	1,302	#
2021/9/16 下午 12:30:44	T718F918AN02	OK	2V500HJ4Q170S	%	A0	$	A0	2.2	1061,66	0	A0	1.6	79,270	0	A0	247.7	741,1	A0	162.9	643,1	A0	68.5	1,336	A0	162.1	1,1661	#
2021/9/16 下午 12:35:38	T718D832AR01	OK	2V500HJ4Q170S	%	A0	$	A0	2.3	121,143	0	A0	2.2	137,391	0	A0	301.8	632,1	A0	203	922,1	A0	86.8	1,1304	A0	252	1,331	#
2021/9/16 下午 12:35:41	T718D832AR01	OK	2V500HJ4Q170S	%	A0	$	A0	2.7	1061,73	0	A0	1.4	35,904	0	A0	242.1	747,1	A0	185.7	170,1	A0	92.7	1,382	A0	152.4	1,1657	#
2021/9/16 下午 01:51:23	T718CE04CG06	OK	2V500HJ4Q170S	%	A0	$	A0	1.7	322,1856	0	A0	1.8	69,268	0	A0	196.3	187,1	A0	174.8	590,1	A0	132.9	1,245	A0	91.2	1,351	#
2021/9/16 下午 01:51:26	T718CE04CG06	OK	2V500HJ4Q170S	%	C0	$	C0	3.28	1061,73	16	A0	2.5	1016,290	0	A0	219.4	744,1	A0	136	648,1	A0	110.1	1,421	A0	210.8	1,251	#
2021/9/16 下午 02:07:13	T718H843BD03	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	57,751	0	A0	1.9	50,524	0	A0	209	635,1	A0	141.7	589,1	A0	143.1	1,736	A0	225.4	1,351	#
2021/9/16 下午 02:07:15	T718H843BD03	OK	2V500HJ4Q170S	%	A0	$	A0	2.7	1061,66	0	A0	1.4	1003,1711	0	A0	234.3	746,1	A0	157	161,1	A0	76	1,1070	A0	130.1	1,1661	#
2021/9/16 下午 02:36:05		NG	2V500HJ4Q170S	%	K0	$	C0	3.99	110,264	16	A0	2.4	1012,68	0	C0	424	824,1	A0	315.1	922,1	K0	762	1,705	A0	267.4	1,1671	#
2021/9/16 下午 02:36:07		NG	2V500HJ4Q170S	%	K0	$	E0	4.33	130,1579	48	A0	2.9	1019,85	0	A0	304.5	132,1	A0	353.2	699,1	K0	754.1	1,710	A0	295.4	1,1664	#
2021/9/16 下午 04:22:25	T718D834AL03	OK	2V500HJ4Q170S	%	A0	$	A0	2.2	161,1863	0	A0	2.6	45,426	0	A0	239.5	634,1	A0	137.2	920,1	A0	72.7	1,728	A0	208.3	1,336	#
2021/9/16 下午 04:22:27	T718D834AL03	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1061,85	0	A0	1.5	1004,286	0	A0	178.9	746,1	A0	166.6	167,1	A0	84.4	1,1058	A0	131.9	1,1661	#
2021/9/16 下午 04:43:16	T718CA31AG05	OK	2V500HJ4Q170S	%	A0	$	A0	2.1	26,698	0	A0	1.9	71,362	0	A0	200.8	635,1	A0	203	140,1	A0	105.5	1,619	A0	195.4	1,343	#
2021/9/16 下午 04:43:19	T718CA31AG05	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	1062,70	0	A0	2.1	958,270	0	A0	211.2	757,1	A0	140.8	175,1	A0	103.3	1,367	A0	168	1,1657	#
2021/9/16 下午 05:10:20	T718G859AF03	NG	2V500HJ4Q170S	%	K0	$	E0	4.96	456,694	8	K0	6.87	445,720	20	E0	583.6	467,1	K0	1274.1	493,1	A0	208.5	1,732	A0	113	1,747	#
2021/9/16 下午 05:10:23	T718G859AF03	NG	2V500HJ4Q170S	%	K0	$	K0	5.12	476,1005	24	K0	6.41	472,1230	15	E0	687.7	498,1	K0	1017.8	501,1	A0	125.1	1,419	A0	186.9	1,760	#
2021/9/16 下午 05:14:34	T718CA21AK01	OK	2V500HJ4Q170S	%	A0	$	A0	2.1	160,1852	0	A0	2	924,1415	0	A0	321.2	632,1	A0	203.6	595,1	A0	83.6	1,1026	A0	106.9	1,1192	#
2021/9/16 下午 05:14:37	T718CA21AK01	OK	2V500HJ4Q170S	%	C0	$	C0	3	1061,58	0	C0	3.1	1033,224	0	A0	250	744,1	A0	186.5	656,1	A0	141	1,406	A0	153.1	1,251	#
2021/9/16 下午 05:20:46	T718G863AL01	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	53,898	0	A0	1.8	313,30	0	A0	311.7	634,1	A0	189.8	592,1	A0	69.7	1,762	A0	114.3	1,1169	#
2021/9/16 下午 05:20:49	T718G863AL01	OK	2V500HJ4Q170S	%	C0	$	C0	3.2	1000,27	0	A0	2.8	1030,209	0	A0	314	744,1	A0	193.9	172,1	A0	108.8	1,390	A0	112.6	1,259	#
2021/9/16 下午 05:25:01	T717KA25AC01	OK	2V500HJ4Q170S	%	A0	$	A0	2.3	53,174	0	A0	2.1	89,438	0	A0	286.7	635,1	A0	202.5	920,1	A0	156	1,690	A0	191.1	1,347	#
2021/9/16 下午 05:25:04	T717KA25AC01	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1061,58	0	A0	1.5	260,77	0	A0	260.9	746,1	A0	244.6	167,1	A0	72.8	1,765	A0	148.6	1,1650	#
2021/9/16 下午 05:28:17	T717KA42AC03	OK	2V500HJ4Q170S	%	A0	$	A0	2.5	996,1780	0	A0	1.5	995,336	0	A0	254.4	630,1	A0	128	587,1	A0	115	1,245	A0	86.6	1,1132	#
2021/9/16 下午 05:28:20	T717KA42AC03	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	959,35	0	A0	2.3	1038,224	0	A0	245	744,1	A0	177.8	170,1	A0	125.7	1,421	A0	111.3	1,255	#
2021/9/16 下午 05:46:34	T718CA20AK05	OK	2V500HJ4Q170S	%	A0	$	A0	2.2	52,181	0	A0	1.7	71,366	0	A0	178.6	184,1	A0	160.7	588,1	A0	119.9	1,630	A0	191.8	1,328	#
2021/9/16 下午 05:46:36	T718CA20AK05	OK	2V500HJ4Q170S	%	A0	$	A0	2.6	1061,62	0	A0	1.3	492,31	0	A0	234.7	744,1	A0	124.7	644,1	A0	74	1,1078	A0	164.1	1,1657	#
2021/9/16 下午 06:01:13	T718H845AP05	OK	2V500HJ4Q170S	%	A0	$	A0	2.1	123,135	0	A0	1.7	319,988	0	A0	222	640,1	A0	167.7	142,1	A0	113.6	1,654	A0	147.9	1,376	#
2021/9/16 下午 06:01:16	T718H845AP05	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1061,93	0	A0	1.4	932,1105	0	A0	216.7	301,1	A0	122.6	262,1	A0	117.9	1,1078	A0	212.2	1,1665	#
2021/9/16 下午 06:09:16	T718FA51AQ05	OK	2V500HJ4Q170S	%	C0	$	A0	2.5	1030,1750	0	C0	3	74,268	0	A0	162.5	637,1	A0	183	740,1	A0	140.2	1,619	A0	166	1,283	#
2021/9/16 下午 06:09:19	T718FA51AQ05	OK	2V500HJ4Q170S	%	A0	$	A0	2.1	1061,58	0	A0	1.9	0,1866	0	A0	178.9	746,1	A0	100.9	506,1	A0	72.6	1,1082	A0	142.3	1,1646	#
