Start Time	Chip ID	PassFill 	Model	%	Grade	$	PCM17_Rank	PCM17_Value	PCM17_X,PCM17_Y	PCM17_Area	PCM16_Rank	PCM16_Value	PCM16_X,PCM16_Y	PCM16_Area	PCMV1_W_Rank	PCMV1_W_Value	PCMV1_W_X,1	PCM01_B_Rank	PCM01_B_Value	PCM01_W_X,1	PCMCM_W_Rank	PCMCM_W_Value	1,PCMCM_W_Y	PCM19_B_Rank	PCM19_B_Value	1,PCM19_B_Y	#
2021/9/17 下午 03:17:42	T718F912BD01	OK	2V500HJ4Q170S	%	A0	$	A0	1.7	224,1848	0	A0	1.4	983,1207	0	A0	251.4	635,1	A0	187.1	592,1	A0	74.1	1,1026	A0	73.9	1,1415	#
2021/9/17 下午 03:17:44	T718F912BD01	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1061,66	0	A0	2.1	1004,1696	0	A0	246	744,1	A0	196.1	172,1	A0	88.9	1,390	A0	187.6	1,1665	#
2021/9/17 下午 03:24:59	T718F912BD03	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	1049,192	0	A0	1.5	703,856	0	A0	229.1	179,1	A0	130.6	922,1	A0	77.6	1,245	A0	79.1	1,1177	#
2021/9/17 下午 03:25:02	T718F912BD03	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	959,1847	0	A0	2.1	1011,1684	0	A0	201.2	746,1	A0	161.9	169,1	A0	103.6	1,1510	A0	223.4	1,1665	#
2021/9/17 下午 03:26:44	T718E897BC03	OK	2V500HJ4Q170S	%	A0	$	A0	2.2	698,1860	0	A0	1.8	132,387	0	A0	224.6	827,1	A0	251	738,1	A0	102.8	1,244	A0	76.6	1,537	#
2021/9/17 下午 03:26:47	T718E897BC03	OK	2V500HJ4Q170S	%	C0	$	C0	3.1	1004,39	0	C0	3.73	1035,232	28	A0	308.3	741,1	A0	165.7	694,1	A0	132	1,448	A0	152.3	1,274	#
2021/9/17 下午 03:28:28	T718G855AV04	OK	2V500HJ4Q170S	%	A0	$	A0	2.6	933,1871	0	A0	2.4	71,358	0	A0	254.4	634,1	A0	164.4	143,1	A0	99.6	1,596	A0	243.4	1,321	#
2021/9/17 下午 03:28:31	T718G855AV04	OK	2V500HJ4Q170S	%	A0	$	A0	2	1062,85	0	A0	1.6	1064,1870	0	A0	237.6	746,1	A0	233.5	174,1	A0	69.2	1,392	A0	143.6	1,1645	#
2021/9/17 下午 03:31:24	T718H842AA04	OK	2V500HJ4Q170S	%	C0	$	C0	3.59	933,1867	12	C0	3.1	930,1871	0	A0	199.8	640,1	A0	285.6	147,1	A0	95.3	1,751	A0	292	1,331	#
2021/9/17 下午 03:31:27	T718H842AA04	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1061,70	0	A0	1.3	51,232	0	A0	167.5	599,1	A0	206	166,1	A0	73.7	1,398	A0	110.2	1,1665	#
2021/9/17 下午 03:33:56	T718D824AJ06	OK	2V500HJ4Q170S	%	A0	$	A0	2.2	39,238	0	A0	1.7	66,373	0	A0	174.4	637,1	A0	112.9	588,1	A0	132.8	1,641	A0	211.4	1,347	#
2021/9/17 下午 03:33:59	T718D824AJ06	OK	2V500HJ4Q170S	%	A0	$	A0	2.8	1061,85	0	A0	2.9	1049,1738	0	A0	205.6	598,1	A0	144.4	652,1	A0	80.1	1,653	A0	136.2	1,1665	#
2021/9/17 下午 03:38:54	T718G855AV03	OK	2V500HJ4Q170S	%	A0	$	A0	2.7	52,166	0	A0	1.8	135,389	0	A0	262.1	637,1	A0	198.5	590,1	A0	106	1,604	A0	211.9	1,355	#
2021/9/17 下午 03:38:56	T718G855AV03	OK	2V500HJ4Q170S	%	A0	$	A0	2.7	1061,58	0	A0	1.9	34,278	0	A0	252.1	747,1	A0	216.6	699,1	A0	78.8	1,1062	A0	159.9	1,1665	#
2021/9/17 下午 03:50:51	T718CA20BC02	OK	2V500HJ4Q170S	%	A0	$	A0	2	53,860	0	A0	2	68,253	0	A0	280.6	638,1	A0	185.2	590,1	A0	113	1,328	A0	81.1	1,1192	#
2021/9/17 下午 03:50:54	T718CA20BC02	OK	2V500HJ4Q170S	%	C0	$	C0	3.25	1061,62	8	A0	2.8	1035,220	0	A0	258.4	741,1	A0	159.8	651,1	A0	143.8	1,336	A0	104.2	1,251	#
2021/9/17 下午 03:54:24	T718F912AL02	OK	2V500HJ4Q170S	%	A0	$	A0	1.7	53,894	0	A0	1.4	298,34	0	A0	344.4	637,1	A0	204.6	590,1	A0	64	1,272	A0	54.3	1,509	#
2021/9/17 下午 03:54:27	T718F912AL02	OK	2V500HJ4Q170S	%	A0	$	A0	2.6	1006,31	0	A0	2.6	1045,178	0	A0	325.4	747,1	A0	207.7	657,1	A0	99.2	1,406	A0	113.6	1,251	#
2021/9/17 下午 04:03:03	T718CA16AN03	OK	2V500HJ4Q170S	%	A0	$	A0	2.2	996,1773	0	A0	1.5	310,26	0	A0	216.7	637,1	A0	225.2	590,1	A0	92.5	1,245	A0	98.6	1,1199	#
2021/9/17 下午 04:03:06	T718CA16AN03	OK	2V500HJ4Q170S	%	C0	$	C0	3	1062,62	0	A0	2.7	1038,182	0	A0	255.8	742,1	A0	155.8	699,1	A0	158.3	1,425	A0	75.8	1,1236	#
2021/9/17 下午 04:06:15	T718FA51BD02	OK	2V500HJ4Q170S	%	A0	$	A0	1.7	996,1780	0	A0	1.6	995,358	0	A0	298.8	632,1	A0	183	587,1	A0	84	1,1052	A0	99.9	1,1173	#
2021/9/17 下午 04:06:18	T718FA51BD02	OK	2V500HJ4Q170S	%	C0	$	C0	3.36	1062,58	30	A0	2.6	1032,224	0	A0	325.2	742,1	A0	175.4	648,1	A0	114.5	1,386	A0	128.6	1,251	#
2021/9/17 下午 04:10:58	T718FA50AE03	OK	2V500HJ4Q170S	%	A0	$	A0	1.6	696,1856	0	A0	1.5	293,174	0	A0	206.5	642,1	A0	152.2	919,1	A0	97.1	1,762	A0	67.4	1,1671	#
2021/9/17 下午 04:11:01	T718FA50AE03	OK	2V500HJ4Q170S	%	C0	$	C0	3.1	1061,58	0	C0	3.67	1032,212	32	A0	202	742,1	A0	189.4	694,1	A0	180.5	1,398	A0	100.4	1,1622	#
2021/9/17 下午 04:12:50	T718FA50BC04	OK	2V500HJ4Q170S	%	A0	$	A0	2	137,1863	0	A0	2.9	701,864	0	A0	263.4	182,1	A0	183.9	592,1	A0	115.9	1,739	A0	106.3	1,1169	#
2021/9/17 下午 04:12:52	T718FA50BC04	OK	2V500HJ4Q170S	%	C0	$	C0	3.4	1061,58	0	C0	3.43	1043,182	9	A0	254	744,1	A0	142.2	162,1	A0	143	1,386	A0	157.6	1,251	#
2021/9/17 下午 04:25:34	T718G861AT03	OK	2V500HJ4Q170S	%	A0	$	A0	2.4	933,1875	0	A0	2	930,1875	0	A0	255	635,1	A0	153.5	592,1	A0	95.4	1,724	A0	77	1,1671	#
2021/9/17 下午 04:25:37	T718G861AT03	OK	2V500HJ4Q170S	%	A0	$	A0	2.5	1003,35	0	A0	2.9	1041,178	0	A0	333.1	738,1	A0	168.4	702,1	A0	115.9	1,413	A0	119.2	1,943	#
2021/9/17 下午 04:27:45	T718FA50AL03	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	996,1758	0	A0	2.3	1006,1124	0	A0	257.1	637,1	A0	195.8	916,1	A0	77.4	1,245	A0	106.3	1,1154	#
2021/9/17 下午 04:27:48	T718FA50AL03	OK	2V500HJ4Q170S	%	C0	$	C0	3	1008,31	0	C0	3.1	1035,212	0	A0	362.4	738,1	A0	168.4	170,1	A0	157.5	1,390	A0	91.9	1,935	#
2021/9/17 下午 04:53:00	T718E894AV03	OK	2V500HJ4Q170S	%	C0	$	A0	2.3	698,864	0	C0	3.1	701,864	0	A0	203.8	634,1	A0	176.8	916,1	A0	72.7	1,766	A0	99.2	1,1173	#
2021/9/17 下午 04:53:02	T718E894AV03	OK	2V500HJ4Q170S	%	A0	$	A0	2	741,1866	0	A0	2.9	1032,212	0	A0	242.2	744,1	A0	172.7	166,1	A0	115.9	1,417	A0	91.1	1,1646	#
2021/9/17 下午 05:06:23	T718FA50AF06	OK	2V500HJ4Q170S	%	A0	$	A0	1.8	161,1567	0	A0	1.4	990,271	0	A0	209.3	185,1	A0	174.7	592,1	A0	139.4	1,740	A0	80.8	1,1210	#
2021/9/17 下午 05:06:26	T718FA50AF06	OK	2V500HJ4Q170S	%	C0	$	C0	3	1061,58	0	C0	3.25	1030,216	8	A0	169.3	116,1	A0	118.9	172,1	A0	156.8	1,398	A0	105.7	1,251	#
2021/9/17 下午 05:08:10	T718E898AE06	OK	2V500HJ4Q170S	%	A0	$	A0	1.5	624,1799	0	A0	1.6	991,260	0	A0	242.4	640,1	A0	156	595,1	A0	73.9	1,1000	A0	78.2	1,1671	#
2021/9/17 下午 05:08:13	T718E898AE06	OK	2V500HJ4Q170S	%	C0	$	C0	3.63	1006,31	8	A0	2.2	1045,279	0	A0	214.4	747,1	A0	144.9	169,1	A0	128	1,396	A0	106.4	1,252	#
2021/9/17 下午 05:11:26	T718F916AV01	OK	2V500HJ4Q170S	%	A0	$	A0	1.7	991,60	0	A0	1.7	1014,1743	0	A0	314.9	637,1	A0	177.8	595,1	A0	106.1	1,751	A0	94	1,1166	#
2021/9/17 下午 05:11:28	T718F916AV01	OK	2V500HJ4Q170S	%	C0	$	C0	3	1062,70	0	C0	3.29	1033,216	8	A0	222.1	747,1	A0	215.3	170,1	A0	137.4	1,382	A0	104.3	1,927	#
2021/9/17 下午 06:11:18	T718CA29AD03	OK	2V500HJ4Q170S	%	A0	$	A0	1.9	158,1800	0	A0	1.7	693,1168	0	A0	226.8	637,1	A0	157.7	742,1	A0	113.8	1,391	A0	85.1	1,1183	#
2021/9/17 下午 06:11:20	T718CA29AD03	OK	2V500HJ4Q170S	%	A0	$	A0	2.9	1061,58	0	A0	1.8	1020,318	0	A0	234.5	744,1	A0	172.5	693,1	A0	81.6	1,1571	A0	173.6	1,1664	#
2021/9/17 下午 06:21:17	T718CA19AL02	OK	2V500HJ4Q170S	%	A0	$	A0	1.8	999,1780	0	A0	1.3	975,1743	0	A0	298.7	634,1	A0	184.6	587,1	A0	53.6	1,1015	A0	112.8	1,1166	#
2021/9/17 下午 06:21:19	T718CA19AL02	OK	2V500HJ4Q170S	%	A0	$	A0	2.6	1061,58	0	A0	2.1	1043,1684	0	A0	254.1	601,1	A0	232.3	648,1	A0	125	1,1445	A0	270.6	1,1665	#
2021/9/17 下午 06:28:08	T718G855AL01	OK	2V500HJ4Q170S	%	A0	$	A0	2.2	24,199	0	A0	2.2	69,331	0	A0	296.3	637,1	A0	149.5	590,1	A0	137.3	1,650	A0	251.9	1,338	#
2021/9/17 下午 06:28:11	T718G855AL01	OK	2V500HJ4Q170S	%	A0	$	A0	2.9	1061,58	0	A0	1.7	260,54	0	A0	255.7	746,1	A0	173.5	170,1	A0	88.4	1,699	A0	97.6	1,1657	#
